,año,clave_entidad,entidad,clave_municipio,municipio,bien_juridico_afectado,tipo_delito,subtipo_delito,modalidad,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
6330,2018,1,Aguascalientes,1003,Calvillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,2,0,1,0,0,0,3,2,2,0,0
6331,2018,1,Aguascalientes,1004,Cosío,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,1,3,0,1,0,0
6332,2018,1,Aguascalientes,1005,Jesús María,La familia,Violencia familiar,Violencia familiar,Violencia familiar,5,5,12,15,20,15,21,12,12,20,12,15
6333,2018,1,Aguascalientes,1006,Pabellón de Arteaga,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,4,3,7,4,6,2,4,4,2,3,3
6334,2018,1,Aguascalientes,1007,Rincón de Romos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,2,7,5,8,10,11,11,5,8,7,4
6335,2018,1,Aguascalientes,1008,San José de Gracia,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,1,0,0,0,1,1,0,0,0
6336,2018,1,Aguascalientes,1009,Tepezalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,0,1,1,1,3,2,2,1,0,0
6337,2018,1,Aguascalientes,1010,El Llano,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,1,1,2,2,1,0,0,1,2
6338,2018,1,Aguascalientes,1011,San Francisco de los Romo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,6,7,3,4,6,2,4,0,7,10,10,6
6339,2018,2,Baja California,2001,Ensenada,La familia,Violencia familiar,Violencia familiar,Violencia familiar,49,50,69,76,146,110,110,117,103,101,88,77
6340,2018,2,Baja California,2002,Mexicali,La familia,Violencia familiar,Violencia familiar,Violencia familiar,219,209,258,307,321,354,241,265,247,267,235,198
6341,2018,2,Baja California,2003,Tecate,La familia,Violencia familiar,Violencia familiar,Violencia familiar,31,33,49,46,54,48,73,60,53,54,34,32
6342,2018,2,Baja California,2004,Tijuana,La familia,Violencia familiar,Violencia familiar,Violencia familiar,355,325,338,371,403,421,545,506,437,452,351,319
6343,2018,2,Baja California,2005,Playas de Rosarito,La familia,Violencia familiar,Violencia familiar,Violencia familiar,25,25,15,24,30,31,30,36,23,17,21,20
6344,2018,3,Baja California Sur,3001,Comondú,La familia,Violencia familiar,Violencia familiar,Violencia familiar,7,4,6,9,10,6,11,9,9,12,6,6
6345,2018,3,Baja California Sur,3002,Mulegé,La familia,Violencia familiar,Violencia familiar,Violencia familiar,10,7,14,11,7,9,5,12,5,9,6,4
6346,2018,3,Baja California Sur,3003,La Paz,La familia,Violencia familiar,Violencia familiar,Violencia familiar,65,56,91,67,78,79,82,58,42,97,69,56
6347,2018,3,Baja California Sur,3008,Los Cabos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,64,77,81,70,89,91,90,85,92,117,83,89
6348,2018,3,Baja California Sur,3009,Loreto,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,3,6,3,3,6,6,3,6,5,3,2
6349,2018,4,Campeche,4001,Calkiní,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6350,2018,4,Campeche,4002,Campeche,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,6,3,2,3,12,2,4,4,5,1,2
6351,2018,4,Campeche,4003,Carmen,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,0,0,0,0,1
6352,2018,4,Campeche,4004,Champotón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6353,2018,4,Campeche,4005,Hecelchakán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6354,2018,4,Campeche,4006,Hopelchén,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6355,2018,4,Campeche,4007,Palizada,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6356,2018,4,Campeche,4008,Tenabo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6357,2018,4,Campeche,4009,Escárcega,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,0,0,0,0,0,0
6358,2018,4,Campeche,4010,Calakmul,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6359,2018,4,Campeche,4011,Candelaria,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,1,0,0,0,0,0,0,0
6360,2018,5,Coahuila de Zaragoza,5001,Abasolo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,1,0,0,0
6361,2018,5,Coahuila de Zaragoza,5002,Acuña,La familia,Violencia familiar,Violencia familiar,Violencia familiar,51,73,93,89,155,143,97,123,104,67,85,99
6362,2018,5,Coahuila de Zaragoza,5003,Allende,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,6,10,10,17,11,11,9,6,0,6,7
6363,2018,5,Coahuila de Zaragoza,5004,Arteaga,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,3,1,0,2,0,1,0,0,0,0,0
6364,2018,5,Coahuila de Zaragoza,5005,Candela,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6365,2018,5,Coahuila de Zaragoza,5006,Castaños,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,6,18,7,5,11,5,6,3,5,4,6
6366,2018,5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,0,2,1,3,2,0,2,2,3
6367,2018,5,Coahuila de Zaragoza,5008,Escobedo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,0,1,0,0,0
6368,2018,5,Coahuila de Zaragoza,5009,Francisco I. Madero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,4,6,6,1,1,7,2,4,2,0
6369,2018,5,Coahuila de Zaragoza,5010,Frontera,La familia,Violencia familiar,Violencia familiar,Violencia familiar,13,17,28,20,29,34,16,36,35,27,25,15
6370,2018,5,Coahuila de Zaragoza,5011,General Cepeda,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,3,1,5,4,0,0,0,0,0
6371,2018,5,Coahuila de Zaragoza,5012,Guerrero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,1
6372,2018,5,Coahuila de Zaragoza,5013,Hidalgo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,0,0,0,0,0
6373,2018,5,Coahuila de Zaragoza,5014,Jiménez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6374,2018,5,Coahuila de Zaragoza,5015,Juárez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6375,2018,5,Coahuila de Zaragoza,5016,Lamadrid,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,0,0,0,0
6376,2018,5,Coahuila de Zaragoza,5017,Matamoros,La familia,Violencia familiar,Violencia familiar,Violencia familiar,24,38,29,29,55,59,24,40,27,26,26,14
6377,2018,5,Coahuila de Zaragoza,5018,Monclova,La familia,Violencia familiar,Violencia familiar,Violencia familiar,45,62,68,68,127,95,66,70,41,35,59,60
6378,2018,5,Coahuila de Zaragoza,5019,Morelos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,3,2,4,2,0,0,0,0
6379,2018,5,Coahuila de Zaragoza,5020,Múzquiz,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,7,18,12,4,16,13,5,4,7,2,19
6380,2018,5,Coahuila de Zaragoza,5021,Nadadores,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,4,2,1,1,0,0,1,0,0,0
6381,2018,5,Coahuila de Zaragoza,5022,Nava,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,3,3,4,4,4,2,5,1,2,3,5
6382,2018,5,Coahuila de Zaragoza,5023,Ocampo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,2,1,0,0,0,0,1,1
6383,2018,5,Coahuila de Zaragoza,5024,Parras,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,4,1,2,4,3,0,3,1,2,1
6384,2018,5,Coahuila de Zaragoza,5025,Piedras Negras,La familia,Violencia familiar,Violencia familiar,Violencia familiar,40,40,53,52,92,61,55,71,48,42,46,40
6385,2018,5,Coahuila de Zaragoza,5026,Progreso,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6386,2018,5,Coahuila de Zaragoza,5027,Ramos Arizpe,La familia,Violencia familiar,Violencia familiar,Violencia familiar,20,7,16,2,6,2,3,0,2,1,2,2
6387,2018,5,Coahuila de Zaragoza,5028,Sabinas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,6,10,18,11,12,10,12,24,14,18,16,10
6388,2018,5,Coahuila de Zaragoza,5029,Sacramento,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,2,1,0,0,0,0,1,0,1,0
6389,2018,5,Coahuila de Zaragoza,5030,Saltillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,167,223,322,258,321,341,183,303,197,190,200,203
6390,2018,5,Coahuila de Zaragoza,5031,San Buenaventura,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,5,11,2,4,13,4,5,3,7,7,1
6391,2018,5,Coahuila de Zaragoza,5032,San Juan de Sabinas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,7,5,9,12,11,12,3,2,4,8,3,0
6392,2018,5,Coahuila de Zaragoza,5033,San Pedro,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,9,10,3,4,10,1,15,13,7,25,11
6393,2018,5,Coahuila de Zaragoza,5034,Sierra Mojada,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6394,2018,5,Coahuila de Zaragoza,5035,Torreón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,129,194,233,224,291,272,178,274,217,211,254,154
6395,2018,5,Coahuila de Zaragoza,5036,Viesca,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,0,0,0,0,1,1,0,2,0,0
6396,2018,5,Coahuila de Zaragoza,5037,Villa Unión,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,1,2,0,1,0,2,0,0,0,0,0
6397,2018,5,Coahuila de Zaragoza,5038,Zaragoza,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,2,2,2,1,5,0,0,0,0
6398,2018,6,Colima,6001,Armería,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,1,6,2,4,5,3,6,1,5,2,8
6399,2018,6,Colima,6002,Colima,La familia,Violencia familiar,Violencia familiar,Violencia familiar,63,61,62,67,48,57,73,73,65,86,61,53
6400,2018,6,Colima,6003,Comala,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,6,3,5,3,2,5,2,5,5,2,6
6401,2018,6,Colima,6004,Coquimatlán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,9,7,9,12,15,5,13,6,14,8,3,11
6402,2018,6,Colima,6005,Cuauhtémoc,La familia,Violencia familiar,Violencia familiar,Violencia familiar,8,8,15,10,11,9,16,15,9,10,13,9
6403,2018,6,Colima,6006,Ixtlahuacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,3,0,3,1,0,1,1,0,1,1,2
6404,2018,6,Colima,6007,Manzanillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,53,49,81,54,50,46,49,35,57,33,44,22
6405,2018,6,Colima,6008,Minatitlán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,4,3,1,2,0,3,0,0,2,0,2
6406,2018,6,Colima,6009,Tecomán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,25,19,29,26,28,21,36,19,27,16,14,25
6407,2018,6,Colima,6010,Villa de Álvarez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,40,42,32,44,42,37,39,40,43,30,29,35
6408,2018,7,Chiapas,7001,Acacoyagua,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,3,0,0,0,0,2,0,4
6409,2018,7,Chiapas,7002,Acala,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,2,0,1,0,3,0,0,2,3
6410,2018,7,Chiapas,7003,Acapetahua,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,4,7,1,2,1,1,3,1,3,4
6411,2018,7,Chiapas,7004,Altamirano,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,2,0,3,0,3,1,0,2,0,0,0
6412,2018,7,Chiapas,7005,Amatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6413,2018,7,Chiapas,7006,Amatenango de la Frontera,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,1,0,0,1,0,0
6414,2018,7,Chiapas,7007,Amatenango del Valle,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,0,0,0,0,0,0
6415,2018,7,Chiapas,7008,Angel Albino Corzo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,0,1,1,0,0,1,0,0,0,1,1
6416,2018,7,Chiapas,7009,Arriaga,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,3,7,17,15,8,14,14,6,4,7,2
6417,2018,7,Chiapas,7010,Bejucal de Ocampo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,0,0,0,0,0,0
6418,2018,7,Chiapas,7011,Bella Vista,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,1,0,0,0,0,0
6419,2018,7,Chiapas,7012,Berriozábal,La familia,Violencia familiar,Violencia familiar,Violencia familiar,7,6,7,4,3,3,3,3,2,0,1,2
6420,2018,7,Chiapas,7013,Bochil,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,1,0,0,0,0
6421,2018,7,Chiapas,7014,El Bosque,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6422,2018,7,Chiapas,7015,Cacahoatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,8,4,7,14,7,5,4,1,15,7,5,6
6423,2018,7,Chiapas,7016,Catazajá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,0,0,0,0,0,0
6424,2018,7,Chiapas,7017,Cintalapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,5,1,7,4,2,2,5,8,2,8,13,6
6425,2018,7,Chiapas,7018,Coapilla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6426,2018,7,Chiapas,7019,Comitán de Domínguez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,60,46,57,53,37,49,45,44,49,28,26,22
6427,2018,7,Chiapas,7020,La Concordia,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,4,6,4,6,5,3,1,1,1,0,2
6428,2018,7,Chiapas,7021,Copainalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,1,2,3,0,1,1,2,0
6429,2018,7,Chiapas,7022,Chalchihuitán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,0,0,1,1,2,0,0,0,1
6430,2018,7,Chiapas,7023,Chamula,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,1,3,0,1,0,0,0
6431,2018,7,Chiapas,7024,Chanal,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,0,1,1,0,1,1,0,0,1,0
6432,2018,7,Chiapas,7025,Chapultenango,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,0,0,0,0,0,0
6433,2018,7,Chiapas,7026,Chenalhó,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,2,0,0,1,1,1,0
6434,2018,7,Chiapas,7027,Chiapa de Corzo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,13,14,17,14,19,15,20,14,18,13,11,12
6435,2018,7,Chiapas,7028,Chiapilla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,1,0,0,1,0,0,1,0
6436,2018,7,Chiapas,7029,Chicoasén,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,1,0,0,0,0,0,1,1,2,0
6437,2018,7,Chiapas,7030,Chicomuselo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,1,0,0,0,0,0,0,0
6438,2018,7,Chiapas,7031,Chilón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,0,0,1,1,0,1
6439,2018,7,Chiapas,7032,Escuintla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,2,0,2,4,4,2,0,1
6440,2018,7,Chiapas,7033,Francisco León,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6441,2018,7,Chiapas,7034,Frontera Comalapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,1,1,0,2,2,2,3,6,4,1
6442,2018,7,Chiapas,7035,Frontera Hidalgo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,2,1,2,4,0,0,0,0,0,1,3
6443,2018,7,Chiapas,7036,La Grandeza,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6444,2018,7,Chiapas,7037,Huehuetán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,7,8,2,1,1,5,3,3,3,4,2
6445,2018,7,Chiapas,7038,Huixtán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,3,1,0,0,2,0,0,0,0,1,0
6446,2018,7,Chiapas,7039,Huitiupán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,0,0,0,0,0
6447,2018,7,Chiapas,7040,Huixtla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,10,7,13,12,17,5,8,9,6,7,7,3
6448,2018,7,Chiapas,7041,La Independencia,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,1,3,3,1,1,1,0,0,0
6449,2018,7,Chiapas,7042,Ixhuatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6450,2018,7,Chiapas,7043,Ixtacomitán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,0,0,0,0,2
6451,2018,7,Chiapas,7044,Ixtapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,0,1,2,0,1,1,0,2,0
6452,2018,7,Chiapas,7045,Ixtapangajoya,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6453,2018,7,Chiapas,7046,Jiquipilas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,1,1,3,0,6,5,5
6454,2018,7,Chiapas,7047,Jitotol,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6455,2018,7,Chiapas,7048,Juárez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,1,0,1
6456,2018,7,Chiapas,7049,Larráinzar,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,1,1,1,0,0,1
6457,2018,7,Chiapas,7050,La Libertad,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,0,0,0,0,0
6458,2018,7,Chiapas,7051,Mapastepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,8,9,5,7,11,5,8,11,5,6,5
6459,2018,7,Chiapas,7052,Las Margaritas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,2,1,0,0,0,1,2,1,4,4,3
6460,2018,7,Chiapas,7053,Mazapa de Madero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,2,0,0,0,0,0,0,1,0
6461,2018,7,Chiapas,7054,Mazatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,8,6,4,7,2,4,3
6462,2018,7,Chiapas,7055,Metapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,2,2,0,5,0,2
6463,2018,7,Chiapas,7056,Mitontic,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,0,0,0,0
6464,2018,7,Chiapas,7057,Motozintla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,0,1,0,2,0,1,2,0,5
6465,2018,7,Chiapas,7058,Nicolás Ruíz,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6466,2018,7,Chiapas,7059,Ocosingo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,4,4,3,1,2,4,1,3,2,2,0
6467,2018,7,Chiapas,7060,Ocotepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,1,0,0,0
6468,2018,7,Chiapas,7061,Ocozocoautla de Espinosa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,9,5,5,9,6,3,6,6,6,12,8,4
6469,2018,7,Chiapas,7062,Ostuacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6470,2018,7,Chiapas,7063,Osumacinta,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,0,0,0,0,0
6471,2018,7,Chiapas,7064,Oxchuc,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,1,2,1,0,0,2,3,0,0,3
6472,2018,7,Chiapas,7065,Palenque,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,0,1,2,0,2,1,1,0,1,0,4
6473,2018,7,Chiapas,7066,Pantelhó,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,1,0,0,0,0,0,0,1,0
6474,2018,7,Chiapas,7067,Pantepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6475,2018,7,Chiapas,7068,Pichucalco,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,1,1,0,0,0,1,0,0
6476,2018,7,Chiapas,7069,Pijijiapan,La familia,Violencia familiar,Violencia familiar,Violencia familiar,9,7,9,10,11,12,8,14,19,8,14,16
6477,2018,7,Chiapas,7070,El Porvenir,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,3,0,0,0,0
6478,2018,7,Chiapas,7071,Villa Comaltitlán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,2,5,1,3,3,2,3,1,2,5,2
6479,2018,7,Chiapas,7072,Pueblo Nuevo Solistahuacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6480,2018,7,Chiapas,7073,Rayón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6481,2018,7,Chiapas,7074,Reforma,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,2,2,0,1
6482,2018,7,Chiapas,7075,Las Rosas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,1,0,0,0,0,1,0,0,0
6483,2018,7,Chiapas,7076,Sabanilla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,1,0,0,0
6484,2018,7,Chiapas,7077,Salto de Agua,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,1,1,0,0,0,0,0
6485,2018,7,Chiapas,7078,San Cristóbal de las Casas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,22,35,33,32,22,26,15,22,16,19,21,25
6486,2018,7,Chiapas,7079,San Fernando,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,1,3,0,0,2,0,0,0,2,1,0
6487,2018,7,Chiapas,7080,Siltepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,0,0,0,0,0,1
6488,2018,7,Chiapas,7081,Simojovel,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6489,2018,7,Chiapas,7082,Sitalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6490,2018,7,Chiapas,7083,Socoltenango,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,1,1,1,1,3,0,1,1,0,0,0
6491,2018,7,Chiapas,7084,Solosuchiapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,2,0,0,0,0,0,0,0,0,0
6492,2018,7,Chiapas,7085,Soyaló,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,2,0,2,0,0,0,0,0
6493,2018,7,Chiapas,7086,Suchiapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,0,1,2,0,2,5,0,4,1,3,2
6494,2018,7,Chiapas,7087,Suchiate,La familia,Violencia familiar,Violencia familiar,Violencia familiar,9,3,5,5,5,4,2,7,1,2,1,0
6495,2018,7,Chiapas,7088,Sunuapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6496,2018,7,Chiapas,7089,Tapachula,La familia,Violencia familiar,Violencia familiar,Violencia familiar,176,149,223,150,158,135,165,132,131,144,143,124
6497,2018,7,Chiapas,7090,Tapalapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6498,2018,7,Chiapas,7091,Tapilula,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,1,0,0,0,0,0,1
6499,2018,7,Chiapas,7092,Tecpatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,0,0,0,0,1,0,1,0,0,0,3
6500,2018,7,Chiapas,7093,Tenejapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,0,0,1,0,1,1,2,0,2,0,0
6501,2018,7,Chiapas,7094,Teopisca,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,1,0,0,2,0,1,0
6502,2018,7,Chiapas,7096,Tila,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,1,0,0,0,0,0
6503,2018,7,Chiapas,7097,Tonalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,9,22,35,29,25,34,26,20,14,15,31,21
6504,2018,7,Chiapas,7098,Totolapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
6505,2018,7,Chiapas,7099,La Trinitaria,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,0,4,2,3,7,2,0,5,3,5,6
6506,2018,7,Chiapas,7100,Tumbalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,1
6507,2018,7,Chiapas,7101,Tuxtla Gutiérrez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,139,168,186,102,90,88,71,73,76,55,54,69
6508,2018,7,Chiapas,7102,Tuxtla Chico,La familia,Violencia familiar,Violencia familiar,Violencia familiar,8,5,8,8,6,6,6,7,10,9,9,8
