,año,clave_entidad,entidad,clave_municipio,municipio,bien_juridico_afectado,tipo_delito,subtipo_delito,modalidad,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
0,2015,1,Aguascalientes,1001,Aguascalientes,La familia,Violencia familiar,Violencia familiar,Violencia familiar,18,36,24,24,28,28,35,38,47,53,40,39
1,2015,1,Aguascalientes,1002,Asientos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,0,0,3,1,1,0,1,0,1,1,0
2,2015,1,Aguascalientes,1003,Calvillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,3,2,2,0,1,1,1,0,1
3,2015,1,Aguascalientes,1004,Cosío,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
4,2015,1,Aguascalientes,1005,Jesús María,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,1,0,1,0,2,0,2,0,1,1,0
5,2015,1,Aguascalientes,1006,Pabellón de Arteaga,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,0,1,4,2,1,0,0,0,0,0,0
6,2015,1,Aguascalientes,1007,Rincón de Romos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,1,0,1,1,1,1,0,0,0,1,0
7,2015,1,Aguascalientes,1008,San José de Gracia,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,1,0,0,0,0,0,0
8,2015,1,Aguascalientes,1009,Tepezalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,1,0,0,0
9,2015,1,Aguascalientes,1010,El Llano,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,1,0,0
10,2015,1,Aguascalientes,1011,San Francisco de los Romo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,2,1,4,1,2,1,1,1,1,0,0
11,2015,2,Baja California,2001,Ensenada,La familia,Violencia familiar,Violencia familiar,Violencia familiar,35,36,33,39,31,34,30,36,26,46,40,21
12,2015,2,Baja California,2002,Mexicali,La familia,Violencia familiar,Violencia familiar,Violencia familiar,163,193,256,252,241,254,273,257,236,226,192,152
13,2015,2,Baja California,2003,Tecate,La familia,Violencia familiar,Violencia familiar,Violencia familiar,26,33,27,23,30,27,48,23,30,44,34,35
14,2015,2,Baja California,2004,Tijuana,La familia,Violencia familiar,Violencia familiar,Violencia familiar,332,343,470,391,369,493,427,500,549,454,382,366
15,2015,2,Baja California,2005,Playas de Rosarito,La familia,Violencia familiar,Violencia familiar,Violencia familiar,23,23,20,29,22,26,40,24,41,34,26,26
16,2015,3,Baja California Sur,3001,Comondú,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,1,8,7,5,5,10,8,9,15,15,6
17,2015,3,Baja California Sur,3002,Mulegé,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,8,10,6,2,8,6,10,3,13,4,1
18,2015,3,Baja California Sur,3003,La Paz,La familia,Violencia familiar,Violencia familiar,Violencia familiar,47,45,58,63,44,66,46,43,64,48,52,46
19,2015,3,Baja California Sur,3008,Los Cabos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,68,65,89,65,64,60,77,61,84,62,92,89
20,2015,3,Baja California Sur,3009,Loreto,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,0,5,1,1,4,3,2,2,3,3,1
21,2015,4,Campeche,4001,Calkiní,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
22,2015,4,Campeche,4002,Campeche,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,1,0,0,0,1,0,0
23,2015,4,Campeche,4003,Carmen,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,0,0,0,0,0
24,2015,4,Campeche,4004,Champotón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
25,2015,4,Campeche,4005,Hecelchakán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
26,2015,4,Campeche,4006,Hopelchén,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
27,2015,4,Campeche,4007,Palizada,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
28,2015,4,Campeche,4008,Tenabo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,0,0,0,0,1
29,2015,4,Campeche,4009,Escárcega,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,0,0,0,0,0,0
30,2015,4,Campeche,4010,Calakmul,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
31,2015,4,Campeche,4011,Candelaria,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,3,4,1,1,0,1,0,0
32,2015,5,Coahuila de Zaragoza,5001,Abasolo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
33,2015,5,Coahuila de Zaragoza,5002,Acuña,La familia,Violencia familiar,Violencia familiar,Violencia familiar,14,12,6,15,9,15,19,12,11,18,9,4
34,2015,5,Coahuila de Zaragoza,5003,Allende,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,0,1,0,2,2,6,0,2,2,4
35,2015,5,Coahuila de Zaragoza,5004,Arteaga,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,1,0
36,2015,5,Coahuila de Zaragoza,5005,Candela,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
37,2015,5,Coahuila de Zaragoza,5006,Castaños,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,2,2,13,7,9,3,4,3,4,2,0
38,2015,5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,2,0,0,0,2,0,0,0
39,2015,5,Coahuila de Zaragoza,5008,Escobedo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
40,2015,5,Coahuila de Zaragoza,5009,Francisco I. Madero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,1,0,5,1,0,0,2,0,0
41,2015,5,Coahuila de Zaragoza,5010,Frontera,La familia,Violencia familiar,Violencia familiar,Violencia familiar,18,20,17,14,11,17,24,17,41,24,18,1
42,2015,5,Coahuila de Zaragoza,5011,General Cepeda,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
43,2015,5,Coahuila de Zaragoza,5012,Guerrero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
44,2015,5,Coahuila de Zaragoza,5013,Hidalgo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
45,2015,5,Coahuila de Zaragoza,5014,Jiménez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,2,0,1,0,0,1,0,0,0
46,2015,5,Coahuila de Zaragoza,5015,Juárez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,1,0,0,0,0,0,0,0
47,2015,5,Coahuila de Zaragoza,5016,Lamadrid,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
48,2015,5,Coahuila de Zaragoza,5017,Matamoros,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,0,0,0,1,1,2,0,0,0,0
49,2015,5,Coahuila de Zaragoza,5018,Monclova,La familia,Violencia familiar,Violencia familiar,Violencia familiar,41,37,31,56,46,63,51,43,51,56,31,2
50,2015,5,Coahuila de Zaragoza,5019,Morelos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,1,0,0,0,0,0,0
51,2015,5,Coahuila de Zaragoza,5020,Múzquiz,La familia,Violencia familiar,Violencia familiar,Violencia familiar,6,10,17,9,15,16,21,15,14,7,8,3
52,2015,5,Coahuila de Zaragoza,5021,Nadadores,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,1,2,1,1,0,0,0
53,2015,5,Coahuila de Zaragoza,5022,Nava,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,2,1,4,2,1,2,2,2,5,1,0
54,2015,5,Coahuila de Zaragoza,5023,Ocampo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,1,0,0
55,2015,5,Coahuila de Zaragoza,5024,Parras,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,2,1,0,1,0,1,0,0,1,0,2
56,2015,5,Coahuila de Zaragoza,5025,Piedras Negras,La familia,Violencia familiar,Violencia familiar,Violencia familiar,36,34,39,57,51,48,70,60,50,56,37,42
57,2015,5,Coahuila de Zaragoza,5026,Progreso,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,0,0,0,0,0,0
58,2015,5,Coahuila de Zaragoza,5027,Ramos Arizpe,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,1
59,2015,5,Coahuila de Zaragoza,5028,Sabinas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,10,10,7,12,11,13,18,19,18,8,6,7
60,2015,5,Coahuila de Zaragoza,5029,Sacramento,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
61,2015,5,Coahuila de Zaragoza,5030,Saltillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,3,4,1,2,1,6,1,0,1,0,0
62,2015,5,Coahuila de Zaragoza,5031,San Buenaventura,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,1,5,2,5,2,1,2,0
63,2015,5,Coahuila de Zaragoza,5032,San Juan de Sabinas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,0,6,10,7,11,6,8,8,7,1,3
64,2015,5,Coahuila de Zaragoza,5033,San Pedro,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,1,2,1,0,1,0,0,0,1,0,1
65,2015,5,Coahuila de Zaragoza,5034,Sierra Mojada,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,0,0,0,0,0
66,2015,5,Coahuila de Zaragoza,5035,Torreón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,6,4,2,2,5,11,0,4,8,7,3,96
67,2015,5,Coahuila de Zaragoza,5036,Viesca,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
68,2015,5,Coahuila de Zaragoza,5037,Villa Unión,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,2,0,2,1,0,1,0
69,2015,5,Coahuila de Zaragoza,5038,Zaragoza,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,1,0,0,0,0,0,0
70,2015,6,Colima,6001,Armería,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,2,1,2,2,3,3,4,5,6,0
71,2015,6,Colima,6002,Colima,La familia,Violencia familiar,Violencia familiar,Violencia familiar,10,7,7,15,20,19,13,12,15,7,11,15
72,2015,6,Colima,6003,Comala,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,2,0,0,2,0,0,0,0
73,2015,6,Colima,6004,Coquimatlán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,2,1,3,0,2,2,0
74,2015,6,Colima,6005,Cuauhtémoc,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,2,3,4,3,4,0,2,1,2,2,0
75,2015,6,Colima,6006,Ixtlahuacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,1,0
76,2015,6,Colima,6007,Manzanillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,15,12,13,16,23,34,16,16,14,11,17,13
77,2015,6,Colima,6008,Minatitlán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,0,1,0,0,0,0
78,2015,6,Colima,6009,Tecomán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,8,15,21,3,10,5,14,6,17,6,2
79,2015,6,Colima,6010,Villa de Álvarez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,4,0,4,1,0,2,4,0,0,0,0
80,2015,7,Chiapas,7001,Acacoyagua,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,1,1,1,1,2,1
81,2015,7,Chiapas,7002,Acala,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,1,1,0,1,0,0,0,0
82,2015,7,Chiapas,7003,Acapetahua,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,1,0,1,0,1,0,0,0,1
83,2015,7,Chiapas,7004,Altamirano,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,1,0,0,0,0,0
84,2015,7,Chiapas,7005,Amatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,1,0,0,1,0,0,0,0
85,2015,7,Chiapas,7006,Amatenango de la Frontera,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,7,Chiapas,7007,Amatenango del Valle,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,7,Chiapas,7008,Angel Albino Corzo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,1,0,0,0,0,0,0
88,2015,7,Chiapas,7009,Arriaga,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,1,0,1,0,0,0
89,2015,7,Chiapas,7010,Bejucal de Ocampo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
90,2015,7,Chiapas,7011,Bella Vista,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
91,2015,7,Chiapas,7012,Berriozábal,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,1,0,2,1,1,3,0
92,2015,7,Chiapas,7013,Bochil,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,2,0,0,1,0,0,2,3,0,0
93,2015,7,Chiapas,7014,El Bosque,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
94,2015,7,Chiapas,7015,Cacahoatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,0,0,1,0,0,1,1,0,1,2
95,2015,7,Chiapas,7016,Catazajá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,1,1,0,2,1
96,2015,7,Chiapas,7017,Cintalapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,1,0,0,0,0,0,0
97,2015,7,Chiapas,7018,Coapilla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
98,2015,7,Chiapas,7019,Comitán de Domínguez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,4,2,3,0,0,1,7,22,4,4,1
99,2015,7,Chiapas,7020,La Concordia,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,2,0,0,0,1,2,1
100,2015,7,Chiapas,7021,Copainalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,1,0,0,0,0,0,0
101,2015,7,Chiapas,7022,Chalchihuitán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
102,2015,7,Chiapas,7023,Chamula,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,1,0,1,0,0,0,0,0
103,2015,7,Chiapas,7024,Chanal,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,1,0,0,0,0,0,0
104,2015,7,Chiapas,7025,Chapultenango,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,0,0,0,0
105,2015,7,Chiapas,7026,Chenalhó,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,1,0,1,1
106,2015,7,Chiapas,7027,Chiapa de Corzo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,5,13,11,9,1,8,8,13,10,14
107,2015,7,Chiapas,7028,Chiapilla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,1,0
108,2015,7,Chiapas,7029,Chicoasén,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,0,1,0,0,0
109,2015,7,Chiapas,7030,Chicomuselo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
110,2015,7,Chiapas,7031,Chilón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,1,0,1,1,0,0,0,0,0
111,2015,7,Chiapas,7032,Escuintla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,1,0,0,2,2,0,0,1,0,0,1
112,2015,7,Chiapas,7033,Francisco León,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
113,2015,7,Chiapas,7034,Frontera Comalapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,1,1,0,5,2,2,2,0,1,0
114,2015,7,Chiapas,7035,Frontera Hidalgo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,1,0,1,0,0,1
115,2015,7,Chiapas,7036,La Grandeza,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
116,2015,7,Chiapas,7037,Huehuetán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,1,1,0,5,2,1,0
117,2015,7,Chiapas,7038,Huixtán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
118,2015,7,Chiapas,7039,Huitiupán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,1,0,0
119,2015,7,Chiapas,7040,Huixtla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,0,3,1,1,1,1,0,4,0,0,0
120,2015,7,Chiapas,7041,La Independencia,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,0,0,0,0
121,2015,7,Chiapas,7042,Ixhuatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
122,2015,7,Chiapas,7043,Ixtacomitán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,1,0,0,0
123,2015,7,Chiapas,7044,Ixtapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,1,5,1,2,1,1,2
124,2015,7,Chiapas,7045,Ixtapangajoya,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
125,2015,7,Chiapas,7046,Jiquipilas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,0,0,0,0,0,0
126,2015,7,Chiapas,7047,Jitotol,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,1,0,1,1,1,0,0,1
127,2015,7,Chiapas,7048,Juárez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,0,0,0,0,0,0,0,1,0
128,2015,7,Chiapas,7049,Larráinzar,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,1,1,0
129,2015,7,Chiapas,7050,La Libertad,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
130,2015,7,Chiapas,7051,Mapastepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,1,0,1,0,0,0,1,2,0,0
131,2015,7,Chiapas,7052,Las Margaritas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,0,0,0,0,1,1,1,0
132,2015,7,Chiapas,7053,Mazapa de Madero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
133,2015,7,Chiapas,7054,Mazatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,1,1,0,2,1,4,0,0,0
134,2015,7,Chiapas,7055,Metapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,1,2,1,0,0,0
135,2015,7,Chiapas,7056,Mitontic,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
136,2015,7,Chiapas,7057,Motozintla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,1,0,0,0,0,0,0,0
137,2015,7,Chiapas,7058,Nicolás Ruíz,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
138,2015,7,Chiapas,7059,Ocosingo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,2,4,2,2,4,1,2,2,3,4,2,3
139,2015,7,Chiapas,7060,Ocotepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
140,2015,7,Chiapas,7061,Ocozocoautla de Espinosa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,3,1,2,1,3,6,4
141,2015,7,Chiapas,7062,Ostuacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
142,2015,7,Chiapas,7063,Osumacinta,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
143,2015,7,Chiapas,7064,Oxchuc,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,0,1,1,0,0
144,2015,7,Chiapas,7065,Palenque,La familia,Violencia familiar,Violencia familiar,Violencia familiar,6,9,1,6,2,5,4,4,1,7,11,8
145,2015,7,Chiapas,7066,Pantelhó,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
146,2015,7,Chiapas,7067,Pantepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,1,0,0
147,2015,7,Chiapas,7068,Pichucalco,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,1,0,0,0,1
148,2015,7,Chiapas,7069,Pijijiapan,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,2,0,0,0,0,0,0,0,0
149,2015,7,Chiapas,7070,El Porvenir,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
150,2015,7,Chiapas,7071,Villa Comaltitlán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0,1,0,0,3,0,0,0,0
151,2015,7,Chiapas,7072,Pueblo Nuevo Solistahuacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,2,1,0,1,1,0
152,2015,7,Chiapas,7073,Rayón,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
153,2015,7,Chiapas,7074,Reforma,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1,0,0,0,0,0,7,10,7
154,2015,7,Chiapas,7075,Las Rosas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,0,0,0,0,1,0,0
155,2015,7,Chiapas,7076,Sabanilla,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,0,0,0,0
156,2015,7,Chiapas,7077,Salto de Agua,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,1,0,1,0,0,0,0
157,2015,7,Chiapas,7078,San Cristóbal de las Casas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,3,4,5,10,2,6,2,14,7,3,9
158,2015,7,Chiapas,7079,San Fernando,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0,0,0,0,0,1,0,2,1
159,2015,7,Chiapas,7080,Siltepec,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
160,2015,7,Chiapas,7081,Simojovel,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0,0,1,0,0,0,0,0,0
161,2015,7,Chiapas,7082,Sitalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,1,0,0,0,0,0,0
162,2015,7,Chiapas,7083,Socoltenango,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
163,2015,7,Chiapas,7084,Solosuchiapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
164,2015,7,Chiapas,7085,Soyaló,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,1,0,2,0,0,0,1,0,0
165,2015,7,Chiapas,7086,Suchiapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,2,1,2,2,3,0,0,0,0
166,2015,7,Chiapas,7087,Suchiate,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,2,1,1,1,1,0,1,3,2,1
167,2015,7,Chiapas,7088,Sunuapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
168,2015,7,Chiapas,7089,Tapachula,La familia,Violencia familiar,Violencia familiar,Violencia familiar,22,30,25,32,37,30,37,39,34,39,25,34
169,2015,7,Chiapas,7090,Tapalapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
170,2015,7,Chiapas,7091,Tapilula,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,1,0,0,0,0,0,0,0,0
171,2015,7,Chiapas,7092,Tecpatán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,2,0,0,0,0,2,1,1,0
172,2015,7,Chiapas,7093,Tenejapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,1,0,1,0,1
173,2015,7,Chiapas,7094,Teopisca,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,1,0,0
174,2015,7,Chiapas,7096,Tila,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,1,0,0,0,0,0,0
175,2015,7,Chiapas,7097,Tonalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,2,4,2,1,0,2,0,0,0,1,1
176,2015,7,Chiapas,7098,Totolapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
177,2015,7,Chiapas,7099,La Trinitaria,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
178,2015,7,Chiapas,7100,Tumbalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
179,2015,7,Chiapas,7101,Tuxtla Gutiérrez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,11,9,16,3,6,3,0,6,47,35,17,13
180,2015,7,Chiapas,7102,Tuxtla Chico,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0,0,0,1,0,3,1,2,1
