"","Año","Clave_Ent","Entidad","Tipo.de.delito","Enerosum","Eneromean","Febrerosum","Febreromean","Marzosum","Marzomean","Abrilsum","Abrilmean","Mayosum","Mayomean","Juniosum","Juniomean","Juliosum","Juliomean","Agostosum","Agostomean","Septiembresum","Septiembremean","Octubresum","Octubremean","Noviembresum","Noviembremean","Diciembresum","Diciembremean"
"12",2015,12,"Guerrero","Violencia familiar",221,2.7283950617284,192,2.37037037037037,211,2.60493827160494,208,2.5679012345679,184,2.2716049382716,151,1.8641975308642,145,1.79012345679012,160,1.97530864197531,99,1.22222222222222,150,1.85185185185185,167,2.06172839506173,134,1.65432098765432
"13",2015,13,"Hidalgo","Violencia familiar",100,1.19047619047619,155,1.8452380952381,117,1.39285714285714,174,2.07142857142857,246,2.92857142857143,143,1.70238095238095,180,2.14285714285714,281,3.3452380952381,237,2.82142857142857,237,2.82142857142857,277,3.29761904761905,147,1.75
"14",2015,14,"Jalisco","Violencia familiar",345,2.73809523809524,362,2.87301587301587,449,3.56349206349206,431,3.42063492063492,462,3.66666666666667,585,4.64285714285714,595,4.72222222222222,574,4.55555555555556,921,7.30952380952381,1361,10.8015873015873,1297,10.2936507936508,1161,9.21428571428571
"15",2015,15,"México","Violencia familiar",325,2.6,281,2.248,341,2.728,360,2.88,325,2.6,453,3.624,460,3.68,467,3.736,475,3.8,434,3.472,417,3.336,384,3.072
"16",2015,16,"Michoacán de Ocampo","Violencia familiar",89,0.787610619469027,104,0.920353982300885,74,0.654867256637168,113,1,97,0.858407079646018,81,0.716814159292035,59,0.52212389380531,80,0.707964601769911,41,0.36283185840708,66,0.584070796460177,57,0.504424778761062,60,0.530973451327434
"17",2015,17,"Morelos","Violencia familiar",268,8.12121212121212,341,10.3333333333333,355,10.7575757575758,366,11.0909090909091,336,10.1818181818182,360,10.9090909090909,324,9.81818181818182,374,11.3333333333333,316,9.57575757575758,384,11.6363636363636,315,9.54545454545454,295,8.93939393939394
"18",2015,18,"Nayarit","Violencia familiar",20,1,24,1.2,42,2.1,28,1.4,37,1.85,26,1.3,15,0.75,25,1.25,39,1.95,18,0.9,15,0.75,9,0.45
"19",2015,19,"Nuevo León","Violencia familiar",1045,20.4901960784314,1102,21.6078431372549,1286,25.2156862745098,1432,28.078431372549,1532,30.0392156862745,1671,32.7647058823529,1630,31.9607843137255,1669,32.7254901960784,1690,33.1372549019608,1435,28.1372549019608,1325,25.9803921568627,1245,24.4117647058824
"20",2015,20,"Oaxaca","Violencia familiar",0,0,88,2.44444444444444,0,0,0,0,97,2.69444444444444,0,0,0,0,194,5.38888888888889,0,0,0,0,239,6.63888888888889,0,0
"21",2015,21,"Puebla","Violencia familiar",336,1.54838709677419,370,1.70506912442396,387,1.78341013824885,442,2.036866359447,462,2.12903225806452,421,1.94009216589862,485,2.23502304147465,451,2.07834101382488,393,1.8110599078341,468,2.15668202764977,440,2.02764976958525,369,1.70046082949309
"22",2015,22,"Querétaro","Violencia familiar",49,2.57894736842105,67,3.52631578947368,81,4.26315789473684,74,3.89473684210526,86,4.52631578947368,76,4,73,3.84210526315789,82,4.31578947368421,86,4.52631578947368,106,5.57894736842105,83,4.36842105263158,79,4.15789473684211
"23",2015,23,"Quintana Roo","Violencia familiar",198,18,174,15.8181818181818,218,19.8181818181818,287,26.0909090909091,280,25.4545454545455,270,24.5454545454545,297,27,280,25.4545454545455,276,25.0909090909091,271,24.6363636363636,283,25.7272727272727,224,20.3636363636364
"24",2015,24,"San Luis Potosí","Violencia familiar",210,3.62068965517241,248,4.27586206896552,314,5.41379310344828,252,4.3448275862069,278,4.79310344827586,242,4.17241379310345,225,3.87931034482759,224,3.86206896551724,214,3.68965517241379,206,3.55172413793103,251,4.32758620689655,260,4.48275862068965
"25",2015,25,"Sinaloa","Violencia familiar",162,9,192,10.6666666666667,195,10.8333333333333,207,11.5,218,12.1111111111111,243,13.5,195,10.8333333333333,206,11.4444444444444,247,13.7222222222222,217,12.0555555555556,189,10.5,116,6.44444444444444
"26",2015,26,"Sonora","Violencia familiar",114,1.54054054054054,178,2.40540540540541,204,2.75675675675676,196,2.64864864864865,198,2.67567567567568,242,3.27027027027027,192,2.59459459459459,158,2.13513513513514,189,2.55405405405405,236,3.18918918918919,169,2.28378378378378,155,2.09459459459459
"27",2015,27,"Tabasco","Violencia familiar",283,16.6470588235294,307,18.0588235294118,384,22.5882352941176,395,23.2352941176471,416,24.4705882352941,211,12.4117647058824,346,20.3529411764706,358,21.0588235294118,376,22.1176470588235,381,22.4117647058824,403,23.7058823529412,370,21.7647058823529
"28",2015,28,"Tamaulipas","Violencia familiar",126,2.93023255813953,38,0.883720930232558,196,4.55813953488372,197,4.58139534883721,241,5.6046511627907,273,6.34883720930233,212,4.93023255813953,235,5.46511627906977,164,3.81395348837209,205,4.76744186046512,216,5.02325581395349,291,6.76744186046512
"29",2015,29,"Tlaxcala","Violencia familiar",8,0.133333333333333,12,0.2,0,0,0,0,0,0,0,0,0,0,1,0.0166666666666667,1,0.0166666666666667,1,0.0166666666666667,0,0,1,0.0166666666666667
"30",2015,30,"Veracruz de Ignacio de la Llave","Violencia familiar",236,1.10280373831776,206,0.962616822429907,213,0.995327102803738,461,2.15420560747664,438,2.04672897196262,307,1.43457943925234,148,0.691588785046729,342,1.5981308411215,297,1.38785046728972,380,1.77570093457944,305,1.42523364485981,239,1.11682242990654
"31",2015,31,"Yucatán","Violencia familiar",201,1.89622641509434,58,0.547169811320755,230,2.16981132075472,188,1.77358490566038,206,1.94339622641509,201,1.89622641509434,222,2.09433962264151,175,1.65094339622642,164,1.54716981132075,175,1.65094339622642,167,1.57547169811321,171,1.61320754716981
"32",2015,32,"Zacatecas","Violencia familiar",36,0.620689655172414,61,1.05172413793103,52,0.896551724137931,70,1.20689655172414,71,1.22413793103448,78,1.3448275862069,49,0.844827586206897,52,0.896551724137931,91,1.56896551724138,61,1.05172413793103,72,1.24137931034483,42,0.724137931034483
"33",2016,1,"Aguascalientes","Violencia familiar",50,4.54545454545455,41,3.72727272727273,50,4.54545454545455,52,4.72727272727273,62,5.63636363636364,47,4.27272727272727,52,4.72727272727273,56,5.09090909090909,59,5.36363636363636,70,6.36363636363636,63,5.72727272727273,43,3.90909090909091
"34",2016,2,"Baja California","Violencia familiar",556,111.2,661,132.2,695,139,776,155.2,795,159,781,156.2,799,159.8,809,161.8,681,136.2,712,142.4,564,112.8,486,97.2
"35",2016,3,"Baja California Sur","Violencia familiar",128,25.6,171,34.2,151,30.2,182,36.4,192,38.4,191,38.2,191,38.2,170,34,174,34.8,224,44.8,172,34.4,153,30.6
"36",2016,4,"Campeche","Violencia familiar",1,0.0909090909090909,2,0.181818181818182,4,0.363636363636364,3,0.272727272727273,3,0.272727272727273,5,0.454545454545455,7,0.636363636363636,6,0.545454545454545,1,0.0909090909090909,4,0.363636363636364,5,0.454545454545455,2,0.181818181818182
"37",2016,5,"Coahuila de Zaragoza","Violencia familiar",189,4.97368421052632,509,13.3947368421053,531,13.9736842105263,525,13.8157894736842,627,16.5,834,21.9473684210526,600,15.7894736842105,571,15.0263157894737,847,22.2894736842105,543,14.2894736842105,481,12.6578947368421,628,16.5263157894737
"38",2016,6,"Colima","Violencia familiar",29,2.9,30,3,39,3.9,0,0,0,0,0,0,17,1.7,16,1.6,18,1.8,15,1.5,21,2.1,18,1.8
"39",2016,7,"Chiapas","Violencia familiar",113,0.957627118644068,132,1.11864406779661,151,1.27966101694915,164,1.38983050847458,177,1.5,192,1.6271186440678,179,1.51694915254237,181,1.53389830508475,169,1.43220338983051,184,1.55932203389831,186,1.57627118644068,136,1.15254237288136
"40",2016,8,"Chihuahua","Violencia familiar",904,13.4925373134328,927,13.8358208955224,1112,16.5970149253731,1112,16.5970149253731,1305,19.4776119402985,1167,17.4179104477612,1201,17.9253731343284,1011,15.089552238806,916,13.6716417910448,868,12.955223880597,732,10.9253731343284,705,10.5223880597015
"41",2016,9,"Ciudad de México","Violencia familiar",1266,74.4705882352941,1529,89.9411764705882,1524,89.6470588235294,1722,101.294117647059,1831,107.705882352941,1772,104.235294117647,1430,84.1176470588235,1593,93.7058823529412,1516,89.1764705882353,1530,90,1332,78.3529411764706,1381,81.2352941176471
"42",2016,10,"Durango","Violencia familiar",336,8.61538461538461,368,9.43589743589744,421,10.7948717948718,525,13.4615384615385,476,12.2051282051282,528,13.5384615384615,450,11.5384615384615,475,12.1794871794872,461,11.8205128205128,394,10.1025641025641,452,11.5897435897436,386,9.8974358974359
"43",2016,11,"Guanajuato","Violencia familiar",806,17.5217391304348,939,20.4130434782609,928,20.1739130434783,1234,26.8260869565217,1418,30.8260869565217,1055,22.9347826086957,747,16.2391304347826,831,18.0652173913043,798,17.3478260869565,841,18.2826086956522,675,14.6739130434783,861,18.7173913043478
"44",2016,12,"Guerrero","Violencia familiar",150,1.85185185185185,150,1.85185185185185,172,2.12345679012346,164,2.02469135802469,176,2.17283950617284,178,2.19753086419753,170,2.09876543209877,207,2.55555555555556,230,2.83950617283951,200,2.46913580246914,177,2.18518518518519,209,2.58024691358025
"45",2016,13,"Hidalgo","Violencia familiar",291,3.46428571428571,234,2.78571428571429,226,2.69047619047619,47,0.55952380952381,295,3.51190476190476,314,3.73809523809524,171,2.03571428571429,263,3.13095238095238,413,4.91666666666667,188,2.23809523809524,304,3.61904761904762,332,3.95238095238095
"46",2016,14,"Jalisco","Violencia familiar",948,7.52380952380952,935,7.42063492063492,1016,8.06349206349206,1312,10.4126984126984,1387,11.0079365079365,936,7.42857142857143,745,5.91269841269841,900,7.14285714285714,801,6.35714285714286,602,4.77777777777778,828,6.57142857142857,1021,8.1031746031746
"47",2016,15,"México","Violencia familiar",321,2.568,468,3.744,443,3.544,537,4.296,626,5.008,444,3.552,443,3.544,437,3.496,490,3.92,437,3.496,397,3.176,431,3.448
"48",2016,16,"Michoacán de Ocampo","Violencia familiar",45,0.398230088495575,50,0.442477876106195,65,0.575221238938053,106,0.938053097345133,66,0.584070796460177,51,0.451327433628319,48,0.424778761061947,70,0.619469026548673,59,0.52212389380531,91,0.805309734513274,90,0.79646017699115,46,0.407079646017699
"49",2016,17,"Morelos","Violencia familiar",368,11.1515151515152,423,12.8181818181818,420,12.7272727272727,446,13.5151515151515,504,15.2727272727273,391,11.8484848484848,333,10.0909090909091,311,9.42424242424242,334,10.1212121212121,327,9.90909090909091,288,8.72727272727273,371,11.2424242424242
"50",2016,18,"Nayarit","Violencia familiar",19,0.95,36,1.8,28,1.4,44,2.2,48,2.4,57,2.85,23,1.15,41,2.05,47,2.35,50,2.5,39,1.95,44,2.2
"51",2016,19,"Nuevo León","Violencia familiar",1056,20.7058823529412,1363,26.7254901960784,1383,27.1176470588235,1521,29.8235294117647,1618,31.7254901960784,1889,37.0392156862745,1849,36.2549019607843,1592,31.2156862745098,1650,32.3529411764706,1450,28.4313725490196,1247,24.4509803921569,1155,22.6470588235294
"52",2016,20,"Oaxaca","Violencia familiar",202,5.61111111111111,215,5.97222222222222,268,7.44444444444444,348,9.66666666666667,360,10,321,8.91666666666667,333,9.25,330,9.16666666666667,340,9.44444444444444,0,0,326,9.05555555555556,310,8.61111111111111
"53",2016,21,"Puebla","Violencia familiar",368,1.69585253456221,415,1.91244239631336,494,2.27649769585253,605,2.78801843317972,651,3,469,2.16129032258065,390,1.79723502304147,407,1.87557603686636,459,2.11520737327189,500,2.30414746543779,464,2.13824884792627,364,1.67741935483871
"54",2016,22,"Querétaro","Violencia familiar",59,3.10526315789474,72,3.78947368421053,80,4.21052631578947,82,4.31578947368421,75,3.94736842105263,76,4,83,4.36842105263158,95,5,89,4.68421052631579,103,5.42105263157895,82,4.31578947368421,69,3.63157894736842
"55",2016,23,"Quintana Roo","Violencia familiar",140,12.7272727272727,113,10.2727272727273,113,10.2727272727273,100,9.09090909090909,96,8.72727272727273,113,10.2727272727273,108,9.81818181818182,81,7.36363636363636,102,9.27272727272727,161,14.6363636363636,189,17.1818181818182,208,18.9090909090909
"56",2016,24,"San Luis Potosí","Violencia familiar",149,2.56896551724138,277,4.77586206896552,208,3.58620689655172,340,5.86206896551724,125,2.1551724137931,351,6.05172413793103,252,4.3448275862069,437,7.53448275862069,455,7.8448275862069,495,8.53448275862069,445,7.67241379310345,396,6.82758620689655
"57",2016,25,"Sinaloa","Violencia familiar",169,9.38888888888889,226,12.5555555555556,231,12.8333333333333,216,12,250,13.8888888888889,197,10.9444444444444,160,8.88888888888889,192,10.6666666666667,200,11.1111111111111,231,12.8333333333333,169,9.38888888888889,130,7.22222222222222
"58",2016,26,"Sonora","Violencia familiar",143,1.93243243243243,187,2.52702702702703,252,3.40540540540541,432,5.83783783783784,434,5.86486486486486,576,7.78378378378378,529,7.14864864864865,173,2.33783783783784,189,2.55405405405405,264,3.56756756756757,249,3.36486486486486,167,2.25675675675676
"59",2016,27,"Tabasco","Violencia familiar",303,17.8235294117647,375,22.0588235294118,389,22.8823529411765,325,19.1176470588235,318,18.7058823529412,477,28.0588235294118,540,31.7647058823529,560,32.9411764705882,523,30.7647058823529,514,30.2352941176471,506,29.7647058823529,576,33.8823529411765
"60",2016,28,"Tamaulipas","Violencia familiar",281,6.53488372093023,400,9.30232558139535,492,11.4418604651163,503,11.6976744186047,661,15.3720930232558,574,13.3488372093023,551,12.8139534883721,533,12.3953488372093,627,14.5813953488372,590,13.7209302325581,537,12.4883720930233,629,14.6279069767442
"61",2016,29,"Tlaxcala","Violencia familiar",1,0.0166666666666667,0,0,0,0,0,0,1,0.0166666666666667,2,0.0333333333333333,1,0.0166666666666667,0,0,0,0,0,0,1,0.0166666666666667,0,0
"62",2016,30,"Veracruz de Ignacio de la Llave","Violencia familiar",328,1.53271028037383,338,1.57943925233645,397,1.85514018691589,474,2.21495327102804,417,1.94859813084112,431,2.01401869158878,393,1.83644859813084,473,2.21028037383178,392,1.83177570093458,381,1.7803738317757,386,1.80373831775701,361,1.68691588785047
"63",2016,31,"Yucatán","Violencia familiar",160,1.50943396226415,185,1.74528301886792,184,1.73584905660377,181,1.70754716981132,186,1.75471698113208,201,1.89622641509434,237,2.23584905660377,222,2.09433962264151,200,1.88679245283019,180,1.69811320754717,173,1.63207547169811,161,1.5188679245283
"64",2016,32,"Zacatecas","Violencia familiar",78,1.3448275862069,64,1.10344827586207,82,1.41379310344828,63,1.08620689655172,97,1.67241379310345,105,1.81034482758621,83,1.43103448275862,81,1.39655172413793,141,2.43103448275862,119,2.05172413793103,67,1.1551724137931,95,1.63793103448276
"65",2017,1,"Aguascalientes","Violencia familiar",56,5.09090909090909,58,5.27272727272727,69,6.27272727272727,70,6.36363636363636,113,10.2727272727273,113,10.2727272727273,86,7.81818181818182,107,9.72727272727273,100,9.09090909090909,127,11.5454545454545,105,9.54545454545454,98,8.90909090909091
"66",2017,2,"Baja California","Violencia familiar",514,102.8,539,107.8,704,140.8,682,136.4,759,151.8,807,161.4,844,168.8,826,165.2,802,160.4,790,158,679,135.8,608,121.6
"67",2017,3,"Baja California Sur","Violencia familiar",175,35,157,31.4,155,31,168,33.6,184,36.8,200,40,177,35.4,171,34.2,168,33.6,178,35.6,140,28,109,21.8
"68",2017,4,"Campeche","Violencia familiar",3,0.272727272727273,6,0.545454545454545,3,0.272727272727273,7,0.636363636363636,7,0.636363636363636,8,0.727272727272727,5,0.454545454545455,6,0.545454545454545,7,0.636363636363636,4,0.363636363636364,5,0.454545454545455,4,0.363636363636364
"69",2017,5,"Coahuila de Zaragoza","Violencia familiar",490,12.8947368421053,537,14.1315789473684,743,19.5526315789474,703,18.5,760,20,1064,28,797,20.9736842105263,989,26.0263157894737,825,21.7105263157895,747,19.6578947368421,788,20.7368421052632,525,13.8157894736842
"70",2017,6,"Colima","Violencia familiar",191,19.1,163,16.3,164,16.4,159,15.9,193,19.3,173,17.3,181,18.1,229,22.9,215,21.5,206,20.6,228,22.8,197,19.7
"71",2017,7,"Chiapas","Violencia familiar",141,1.19491525423729,105,0.889830508474576,116,0.983050847457627,122,1.03389830508475,141,1.19491525423729,111,0.940677966101695,265,2.24576271186441,467,3.95762711864407,510,4.32203389830508,541,4.58474576271186,544,4.61016949152542,443,3.75423728813559
"72",2017,8,"Chihuahua","Violencia familiar",734,10.955223880597,781,11.6567164179104,1000,14.9253731343284,930,13.8805970149254,1091,16.2835820895522,1177,17.5671641791045,1093,16.3134328358209,1020,15.2238805970149,935,13.955223880597,1059,15.8059701492537,887,13.2388059701493,876,13.0746268656716
"73",2017,9,"Ciudad de México","Violencia familiar",1382,81.2941176470588,1340,78.8235294117647,1578,92.8235294117647,1495,87.9411764705882,1651,97.1176470588235,1704,100.235294117647,1484,87.2941176470588,1694,99.6470588235294,1556,91.5294117647059,1608,94.5882352941177,1445,85,1423,83.7058823529412
"74",2017,10,"Durango","Violencia familiar",484,12.4102564102564,365,9.35897435897436,239,6.12820512820513,437,11.2051282051282,263,6.74358974358974,466,11.9487179487179,525,13.4615384615385,523,13.4102564102564,492,12.6153846153846,473,12.1282051282051,514,13.1794871794872,415,10.6410256410256
"75",2017,11,"Guanajuato","Violencia familiar",837,18.195652173913,873,18.9782608695652,984,21.3913043478261,1022,22.2173913043478,1205,26.195652173913,1042,22.6521739130435,876,19.0434782608696,1007,21.8913043478261,860,18.695652173913,989,21.5,810,17.6086956521739,748,16.2608695652174
"76",2017,12,"Guerrero","Violencia familiar",164,2.02469135802469,209,2.58024691358025,292,3.60493827160494,217,2.67901234567901,242,2.98765432098765,208,2.5679012345679,222,2.74074074074074,212,2.61728395061728,229,2.82716049382716,273,3.37037037037037,222,2.74074074074074,206,2.54320987654321
"77",2017,13,"Hidalgo","Violencia familiar",303,3.60714285714286,375,4.46428571428571,332,3.95238095238095,338,4.02380952380952,444,5.28571428571429,396,4.71428571428571,251,2.98809523809524,453,5.39285714285714,415,4.94047619047619,413,4.91666666666667,401,4.77380952380952,296,3.52380952380952
"78",2017,14,"Jalisco","Violencia familiar",733,5.81746031746032,649,5.15079365079365,823,6.53174603174603,644,5.11111111111111,897,7.11904761904762,942,7.47619047619048,840,6.66666666666667,937,7.43650793650794,838,6.65079365079365,826,6.55555555555556,820,6.50793650793651,608,4.82539682539683
"79",2017,15,"México","Violencia familiar",370,2.96,477,3.816,545,4.36,556,4.448,618,4.944,651,5.208,588,4.704,681,5.448,600,4.8,647,5.176,626,5.008,501,4.008
"80",2017,16,"Michoacán de Ocampo","Violencia familiar",60,0.530973451327434,83,0.734513274336283,85,0.752212389380531,70,0.619469026548673,108,0.955752212389381,122,1.07964601769911,107,0.946902654867257,99,0.876106194690266,124,1.09734513274336,122,1.07964601769911,95,0.84070796460177,83,0.734513274336283
"81",2017,17,"Morelos","Violencia familiar",375,11.3636363636364,368,11.1515151515152,459,13.9090909090909,423,12.8181818181818,555,16.8181818181818,466,14.1212121212121,399,12.0909090909091,453,13.7272727272727,375,11.3636363636364,456,13.8181818181818,403,12.2121212121212,337,10.2121212121212
"82",2017,18,"Nayarit","Violencia familiar",63,3.15,54,2.7,53,2.65,35,1.75,55,2.75,30,1.5,17,0.85,32,1.6,29,1.45,11,0.55,28,1.4,25,1.25
"83",2017,19,"Nuevo León","Violencia familiar",1178,23.0980392156863,1260,24.7058823529412,1458,28.5882352941176,1356,26.5882352941176,1652,32.3921568627451,1852,36.3137254901961,1512,29.6470588235294,1696,33.2549019607843,1630,31.9607843137255,1290,25.2941176470588,1295,25.3921568627451,966,18.9411764705882
"84",2017,20,"Oaxaca","Violencia familiar",253,0.4430823117338,274,0.479859894921191,376,0.658493870402802,392,0.686514886164623,402,0.704028021015762,335,0.586690017513135,314,0.549912434325744,372,0.651488616462347,304,0.532399299474606,430,0.753064798598949,388,0.679509632224168,372,0.651488616462347
"85",2017,21,"Puebla","Violencia familiar",460,2.11981566820277,523,2.41013824884793,513,2.36405529953917,513,2.36405529953917,590,2.71889400921659,533,2.45622119815668,520,2.3963133640553,611,2.81566820276498,510,2.35023041474654,589,2.71428571428571,530,2.44239631336406,435,2.00460829493088
"86",2017,22,"Querétaro","Violencia familiar",85,4.47368421052632,63,3.31578947368421,96,5.05263157894737,83,4.36842105263158,123,6.47368421052632,92,4.84210526315789,106,5.57894736842105,126,6.63157894736842,86,4.52631578947368,111,5.84210526315789,103,5.42105263157895,112,5.89473684210526
"87",2017,23,"Quintana Roo","Violencia familiar",124,11.2727272727273,140,12.7272727272727,242,22,184,16.7272727272727,194,17.6363636363636,229,20.8181818181818,211,19.1818181818182,218,19.8181818181818,250,22.7272727272727,310,28.1818181818182,248,22.5454545454545,283,25.7272727272727
"88",2017,24,"San Luis Potosí","Violencia familiar",497,8.56896551724138,496,8.55172413793103,515,8.87931034482759,461,7.94827586206897,550,9.48275862068965,480,8.27586206896552,407,7.01724137931035,489,8.43103448275862,491,8.46551724137931,513,8.8448275862069,448,7.72413793103448,376,6.48275862068965
"89",2017,25,"Sinaloa","Violencia familiar",157,8.72222222222222,148,8.22222222222222,185,10.2777777777778,180,10,274,15.2222222222222,300,16.6666666666667,225,12.5,230,12.7777777777778,214,11.8888888888889,298,16.5555555555556,236,13.1111111111111,165,9.16666666666667
"90",2017,26,"Sonora","Violencia familiar",251,3.39189189189189,240,3.24324324324324,310,4.18918918918919,184,2.48648648648649,236,3.18918918918919,199,2.68918918918919,167,2.25675675675676,211,2.85135135135135,172,2.32432432432432,210,2.83783783783784,122,1.64864864864865,126,1.7027027027027
"91",2017,27,"Tabasco","Violencia familiar",490,28.8235294117647,519,30.5294117647059,597,35.1176470588235,599,35.2352941176471,681,40.0588235294118,582,34.2352941176471,598,35.1764705882353,550,32.3529411764706,563,33.1176470588235,555,32.6470588235294,445,26.1764705882353,417,24.5294117647059
"92",2017,28,"Tamaulipas","Violencia familiar",532,12.3720930232558,571,13.2790697674419,679,15.7906976744186,621,14.4418604651163,753,17.5116279069767,711,16.5348837209302,598,13.906976744186,646,15.0232558139535,558,12.9767441860465,500,11.6279069767442,455,10.5813953488372,406,9.44186046511628
"93",2017,29,"Tlaxcala","Violencia familiar",0,0,1,0.0166666666666667,1,0.0166666666666667,0,0,0,0,0,0,0,0,2,0.0333333333333333,3,0.05,0,0,8,0.133333333333333,9,0.15
"94",2017,30,"Veracruz de Ignacio de la Llave","Violencia familiar",506,2.36448598130841,501,2.3411214953271,593,2.77102803738318,577,2.69626168224299,613,2.86448598130841,626,2.92523364485981,539,2.51869158878505,573,2.67757009345794,545,2.54672897196262,568,2.65420560747664,412,1.92523364485981,273,1.27570093457944
"95",2017,31,"Yucatán","Violencia familiar",187,1.76415094339623,209,1.97169811320755,247,2.33018867924528,260,2.45283018867925,270,2.54716981132075,246,2.32075471698113,233,2.19811320754717,211,1.99056603773585,220,2.07547169811321,226,2.13207547169811,197,1.85849056603774,164,1.54716981132075
"96",2017,32,"Zacatecas","Violencia familiar",90,1.55172413793103,133,2.29310344827586,120,2.06896551724138,103,1.77586206896552,146,2.51724137931034,167,2.87931034482759,135,2.32758620689655,156,2.68965517241379,141,2.43103448275862,155,2.67241379310345,134,2.31034482758621,130,2.24137931034483
"97",2018,1,"Aguascalientes","Violencia familiar",86,7.81818181818182,96,8.72727272727273,118,10.7272727272727,134,12.1818181818182,170,15.4545454545455,108,9.81818181818182,148,13.4545454545455,167,15.1818181818182,133,12.0909090909091,158,14.3636363636364,152,13.8181818181818,140,12.7272727272727
"98",2018,2,"Baja California","Violencia familiar",679,135.8,642,128.4,729,145.8,824,164.8,954,190.8,964,192.8,999,199.8,984,196.8,863,172.6,891,178.2,729,145.8,646,129.2
"99",2018,3,"Baja California Sur","Violencia familiar",148,29.6,147,29.4,198,39.6,160,32,187,37.4,191,38.2,194,38.8,167,33.4,154,30.8,240,48,167,33.4,157,31.4
"100",2018,4,"Campeche","Violencia familiar",4,0.363636363636364,6,0.545454545454545,4,0.363636363636364,3,0.272727272727273,4,0.363636363636364,12,1.09090909090909,2,0.181818181818182,4,0.363636363636364,4,0.363636363636364,5,0.454545454545455,1,0.0909090909090909,3,0.272727272727273
"101",2018,5,"Coahuila de Zaragoza","Violencia familiar",519,13.6578947368421,712,18.7368421052632,959,25.2368421052632,818,21.5263157894737,1159,30.5,1111,29.2368421052632,693,18.2368421052632,1007,26.5,728,19.1578947368421,662,17.4210526315789,771,20.2894736842105,652,17.1578947368421
"102",2018,6,"Colima","Violencia familiar",209,20.9,200,20,240,24,224,22.4,204,20.4,182,18.2,238,23.8,197,19.7,221,22.1,196,19.6,169,16.9,173,17.3
